Loading datasets: /home/exouser/pruning/induction_datasets/category_chains/animals.jsonl and /home/exouser/pruning/induction_datasets/category_chains/metals.jsonl
Initializing Model at pruning level: heads
Loading weights:   0%|          | 0/146 [00:00<?, ?it/s]Loading weights: 100%|██████████| 146/146 [00:00<00:00, 4278.14it/s]
[transformers] `use_return_dict` is deprecated! Use `return_dict` instead!
Llama model successfully adapted for pruning with block-level gates.

==================================================
PHASE 1: JOINT TRAINING (A+B)
==================================================
Trainable gate parameters: 512 / 1235814912
Epoch 1/100 | Loss: 11.602 | KL: 0.173 | Task: 0.722 | Sparsity: 10.619
Epoch 2/100 | Loss: 6.569 | KL: 0.262 | Task: 0.471 | Sparsity: 5.705
Epoch 3/100 | Loss: 4.922 | KL: 0.299 | Task: 0.462 | Sparsity: 4.011
Epoch 4/100 | Loss: 4.313 | KL: 0.293 | Task: 0.486 | Sparsity: 3.387
Epoch 5/100 | Loss: 3.998 | KL: 0.307 | Task: 0.458 | Sparsity: 3.080
Epoch 6/100 | Loss: 3.850 | KL: 0.313 | Task: 0.482 | Sparsity: 2.899
Epoch 7/100 | Loss: 3.694 | KL: 0.312 | Task: 0.477 | Sparsity: 2.750
Epoch 8/100 | Loss: 3.634 | KL: 0.326 | Task: 0.493 | Sparsity: 2.653
Epoch 9/100 | Loss: 3.586 | KL: 0.335 | Task: 0.481 | Sparsity: 2.603
Epoch 10/100 | Loss: 3.533 | KL: 0.318 | Task: 0.497 | Sparsity: 2.559
Epoch 11/100 | Loss: 3.490 | KL: 0.309 | Task: 0.498 | Sparsity: 2.527
Epoch 12/100 | Loss: 3.470 | KL: 0.323 | Task: 0.498 | Sparsity: 2.486
Epoch 13/100 | Loss: 3.472 | KL: 0.322 | Task: 0.506 | Sparsity: 2.483
Epoch 14/100 | Loss: 3.458 | KL: 0.334 | Task: 0.484 | Sparsity: 2.473
Epoch 15/100 | Loss: 3.458 | KL: 0.331 | Task: 0.495 | Sparsity: 2.466
Epoch 16/100 | Loss: 3.455 | KL: 0.327 | Task: 0.502 | Sparsity: 2.462
Epoch 17/100 | Loss: 3.454 | KL: 0.329 | Task: 0.497 | Sparsity: 2.463
Epoch 18/100 | Loss: 3.457 | KL: 0.335 | Task: 0.502 | Sparsity: 2.453
Epoch 19/100 | Loss: 3.430 | KL: 0.343 | Task: 0.480 | Sparsity: 2.435
