Loading datasets: /home/exouser/pruning/induction_datasets/category_chains/colors.jsonl and /home/exouser/pruning/induction_datasets/category_chains/fruits.jsonl
Initializing Model at pruning level: heads
Loading weights:   0%|          | 0/146 [00:00<?, ?it/s]Loading weights: 100%|██████████| 146/146 [00:00<00:00, 4244.83it/s]
[transformers] `use_return_dict` is deprecated! Use `return_dict` instead!
Llama model successfully adapted for pruning with block-level gates.

==================================================
PHASE 1: JOINT TRAINING (A+B)
==================================================
Trainable gate parameters: 512 / 1235814912
Epoch 1/100 | Loss: 11.904 | KL: 0.185 | Task: 0.693 | Sparsity: 10.935
Epoch 2/100 | Loss: 6.978 | KL: 0.275 | Task: 0.402 | Sparsity: 6.163
Epoch 3/100 | Loss: 5.154 | KL: 0.322 | Task: 0.397 | Sparsity: 4.275
Epoch 4/100 | Loss: 4.473 | KL: 0.301 | Task: 0.449 | Sparsity: 3.572
Epoch 5/100 | Loss: 4.140 | KL: 0.324 | Task: 0.415 | Sparsity: 3.239
Epoch 6/100 | Loss: 3.959 | KL: 0.331 | Task: 0.423 | Sparsity: 3.040
Epoch 7/100 | Loss: 3.862 | KL: 0.323 | Task: 0.413 | Sparsity: 2.965
Epoch 8/100 | Loss: 3.824 | KL: 0.331 | Task: 0.410 | Sparsity: 2.918
Epoch 9/100 | Loss: 3.743 | KL: 0.331 | Task: 0.421 | Sparsity: 2.825
Epoch 10/100 | Loss: 3.718 | KL: 0.345 | Task: 0.432 | Sparsity: 2.768
Epoch 11/100 | Loss: 3.686 | KL: 0.355 | Task: 0.415 | Sparsity: 2.739
Epoch 12/100 | Loss: 3.650 | KL: 0.349 | Task: 0.435 | Sparsity: 2.691
Epoch 13/100 | Loss: 3.610 | KL: 0.349 | Task: 0.434 | Sparsity: 2.652
Epoch 14/100 | Loss: 3.600 | KL: 0.358 | Task: 0.428 | Sparsity: 2.635
Epoch 15/100 | Loss: 3.566 | KL: 0.344 | Task: 0.423 | Sparsity: 2.626
Epoch 16/100 | Loss: 3.565 | KL: 0.347 | Task: 0.424 | Sparsity: 2.621
Epoch 17/100 | Loss: 3.562 | KL: 0.346 | Task: 0.424 | Sparsity: 2.619
Epoch 18/100 | Loss: 3.564 | KL: 0.343 | Task: 0.433 | Sparsity: 2.617
Epoch 19/100 | Loss: 3.566 | KL: 0.346 | Task: 0.431 | Sparsity: 2.616
